t,success,mid,pmt,pg,sub_type,hr,bank,time
2,1,countrydelight,CARD,PAYU,,2020-02-13 03,YES Bank,2020021303
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 03,YES Bank,2020021303
4,3,countrydelight,CARD,PAYU,,2020-02-13 15,YES Bank,2020021315
1,0,drivezy,CARD,GOCASHFREE,,2020-02-12 17,YES Bank,2020021217
2,2,drivezy,CARD,GOCASHFREE,,2020-02-14 12,YES Bank,2020021412
1,0,zivame,CARD,HDFC,,2020-02-14 07,YES Bank,2020021407
2,1,zivame,CARD,HDFC,,2020-02-14 06,YES Bank,2020021406
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 18,YES Bank,2020021418
2,2,zivame,CARD,HDFC,,2020-02-14 19,YES Bank,2020021419
2,2,medlife_prod,CARD,TPSL,,2020-02-14 18,YES Bank,2020021418
1,1,fanfight,CARD,RAZORPAY,,2020-02-12 06,YES Bank,2020021206
1,1,purplle.com,CARD,PAYTM,,2020-02-12 14,YES Bank,2020021214
1,0,drivezy,CARD,GOCASHFREE,,2020-02-13 00,YES Bank,2020021300
1,1,countrydelight,CARD,PAYU,,2020-02-13 06,YES Bank,2020021306
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 09,YES Bank,2020021309
1,0,zivame,CARD,HDFC,,2020-02-13 13,YES Bank,2020021313
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 12,YES Bank,2020021412
1,1,countrydelight,CARD,PAYU,,2020-02-14 09,YES Bank,2020021409
2,1,drivezy,CARD,GOCASHFREE,,2020-02-14 07,YES Bank,2020021407
1,1,zivame,CARD,HDFC,,2020-02-14 13,YES Bank,2020021413
1,1,pharmeasytech,CARD,PAYU,,2020-02-14 13,YES Bank,2020021413
1,1,zivame,CARD,RAZORPAY,,2020-02-13 04,YES Bank,2020021304
1,1,urbanclap,CARD,PAYTM,,2020-02-13 12,YES Bank,2020021312
1,1,zivame,CARD,HDFC,,2020-02-13 05,YES Bank,2020021305
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 03,YES Bank,2020021303
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 17,YES Bank,2020021317
1,1,medlife_prod,CARD,TPSL,,2020-02-13 08,YES Bank,2020021308
1,1,countrydelight,CARD,PAYU,,2020-02-12 02,YES Bank,2020021202
1,1,urbanclap,CARD,PAYTM,,2020-02-14 00,YES Bank,2020021400
1,1,purplle.com,CARD,PAYTM,,2020-02-14 08,YES Bank,2020021408
1,0,zivame,CARD,PAYU,,2020-02-12 13,YES Bank,2020021213
1,1,medlife_prod,CARD,TPSL,,2020-02-14 01,YES Bank,2020021401
14,7,urbanclap,CARD,PAYTM,,2020-02-14 04,YES Bank,2020021404
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 05,YES Bank,2020021405
2,2,drivezy,CARD,RAZORPAY,,2020-02-14 11,YES Bank,2020021411
2,2,zivame,CARD,HDFC,,2020-02-14 20,YES Bank,2020021420
2,2,countrydelight,CARD,PAYU,,2020-02-14 17,YES Bank,2020021417
2,1,fanfight,CARD,RAZORPAY,,2020-02-14 15,YES Bank,2020021415
2,1,medlife_prod,CARD,TPSL,,2020-02-14 16,YES Bank,2020021416
2,0,countrydelight,CARD,PAYU,,2020-02-14 10,YES Bank,2020021410
4,2,pharmeasytech,CARD,PAYU,,2020-02-14 03,YES Bank,2020021403
3,1,pharmeasytech,CARD,PAYU,,2020-02-14 08,YES Bank,2020021408
1,0,drivezy,CARD,GOCASHFREE,,2020-02-14 11,YES Bank,2020021411
3,3,countrydelight,CARD,PAYU,,2020-02-14 15,YES Bank,2020021415
3,2,urbanclap,CARD,PAYTM,,2020-02-14 15,YES Bank,2020021415
3,3,urbanclap,CARD,PAYTM,,2020-02-12 05,YES Bank,2020021205
4,3,pharmeasytech,CARD,PAYU,,2020-02-12 13,YES Bank,2020021213
2,2,urbanclap,CARD,PAYTM,,2020-02-12 19,YES Bank,2020021219
5,0,medlife_prod,CARD,TPSL,,2020-02-12 19,YES Bank,2020021219
1,0,drivezy,CARD,RAZORPAY,,2020-02-14 07,YES Bank,2020021407
2,1,zivame,CARD,HDFC,,2020-02-14 09,YES Bank,2020021409
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 14,YES Bank,2020021414
1,1,drivezy,CARD,RAZORPAY,,2020-02-14 09,YES Bank,2020021409
2,2,countrydelight,CARD,PAYU,,2020-02-14 04,YES Bank,2020021404
4,4,pharmeasytech,CARD,PAYU,,2020-02-14 04,YES Bank,2020021404
4,3,zivame,CARD,HDFC,,2020-02-14 04,YES Bank,2020021404
5,5,pharmeasytech,CARD,PAYU,,2020-02-13 08,YES Bank,2020021308
5,1,urbanclap,CARD,PAYTM,,2020-02-13 04,YES Bank,2020021304
6,6,pharmeasytech,CARD,PAYU,,2020-02-13 07,YES Bank,2020021307
1,0,countrydelight,CARD,PAYU,,2020-02-13 04,YES Bank,2020021304
4,3,medlife_prod,CARD,TPSL,,2020-02-13 03,YES Bank,2020021303
1,0,fanfight,CARD,RAZORPAY,,2020-02-13 08,YES Bank,2020021308
1,1,countrydelight,CARD,PAYU,,2020-02-13 08,YES Bank,2020021308
3,2,countrydelight,CARD,PAYU,,2020-02-13 14,YES Bank,2020021314
2,2,drivezy,CARD,GOCASHFREE,,2020-02-13 14,YES Bank,2020021314
3,3,urbanclap,CARD,PAYTM,,2020-02-14 05,YES Bank,2020021405
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 12,YES Bank,2020021212
9,3,countrydelight,CARD,PAYU,,2020-02-12 05,YES Bank,2020021205
8,4,urbanclap,CARD,PAYTM,,2020-02-12 13,YES Bank,2020021213
1,1,urbanclap,CARD,PAYTM,,2020-02-12 03,YES Bank,2020021203
2,2,countrydelight,CARD,PAYU,,2020-02-12 04,YES Bank,2020021204
3,3,zivame,CARD,HDFC,,2020-02-12 18,YES Bank,2020021218
2,1,medlife_prod,CARD,TPSL,,2020-02-12 17,YES Bank,2020021217
8,5,urbanclap,CARD,PAYTM,,2020-02-12 14,YES Bank,2020021214
2,1,zivame,CARD,HDFC,,2020-02-14 02,YES Bank,2020021402
3,3,pharmeasytech,CARD,PAYU,,2020-02-14 09,YES Bank,2020021409
1,1,medlife_prod,CARD,TPSL,,2020-02-14 11,YES Bank,2020021411
5,3,urbanclap,CARD,PAYTM,,2020-02-13 08,YES Bank,2020021308
2,0,urbanclap,CARD,PAYTM,,2020-02-13 03,YES Bank,2020021303
8,4,urbanclap,CARD,PAYTM,,2020-02-13 15,YES Bank,2020021315
2,1,drivezy,CARD,GOCASHFREE,,2020-02-13 17,YES Bank,2020021317
2,1,urbanclap,CARD,PAYTM,,2020-02-12 09,YES Bank,2020021209
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 09,YES Bank,2020021209
1,1,medlife_prod,CARD,TPSL,,2020-02-12 18,YES Bank,2020021218
4,2,pharmeasytech,CARD,PAYU,,2020-02-13 05,YES Bank,2020021305
3,3,medlife_prod,CARD,TPSL,,2020-02-13 12,YES Bank,2020021312
2,2,medlife_prod,CARD,TPSL,,2020-02-13 13,YES Bank,2020021313
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 15,YES Bank,2020021315
1,1,medlife_prod,CARD,TPSL,,2020-02-12 02,YES Bank,2020021202
1,1,medlife_prod,CARD,TPSL,,2020-02-12 09,YES Bank,2020021209
2,2,medlife_prod,CARD,TPSL,,2020-02-12 03,YES Bank,2020021203
4,2,medlife_prod,CARD,TPSL,,2020-02-12 11,YES Bank,2020021211
1,1,medlife_prod,CARD,TPSL,,2020-02-12 10,YES Bank,2020021210
1,1,zivame,CARD,HDFC,,2020-02-12 16,YES Bank,2020021216
1,1,drivezy,CARD,RAZORPAY,,2020-02-13 06,YES Bank,2020021306
1,1,countrydelight,CARD,PAYU,,2020-02-13 05,YES Bank,2020021305
1,1,purplle.com,CARD,PAYTM,,2020-02-13 04,YES Bank,2020021304
2,1,pharmeasytech,CARD,PAYU,,2020-02-13 12,YES Bank,2020021312
3,2,medlife_prod,CARD,TPSL,,2020-02-13 10,YES Bank,2020021310
2,2,zivame,CARD,HDFC,,2020-02-13 17,YES Bank,2020021317
2,2,countrydelight,CARD,PAYU,,2020-02-13 16,YES Bank,2020021316
1,1,pharmeasytech,CARD,PAYU,,2020-02-13 16,YES Bank,2020021316
2,2,pharmeasytech,CARD,PAYU,,2020-02-13 09,YES Bank,2020021309
2,2,countrydelight,CARD,PAYU,,2020-02-13 10,YES Bank,2020021310
1,1,fanfight,CARD,RAZORPAY,,2020-02-14 08,YES Bank,2020021408
1,1,medlife_prod,CARD,TPSL,,2020-02-14 19,YES Bank,2020021419
2,2,countrydelight,CARD,PAYU,,2020-02-13 17,YES Bank,2020021317
1,1,fanfight,CARD,RAZORPAY,,2020-02-13 00,YES Bank,2020021300
1,0,urbanclap,CARD,PAYTM,,2020-02-13 07,YES Bank,2020021307
1,1,zivame,CARD,HDFC,,2020-02-13 18,YES Bank,2020021318
1,1,drivezy,CARD,GOCASHFREE,,2020-02-13 01,YES Bank,2020021301
2,1,zivame,CARD,PAYU,,2020-02-13 04,YES Bank,2020021304
1,1,urbanclap,CARD,PAYTM,,2020-02-14 22,YES Bank,2020021422
1,0,medlife_prod,CARD,TPSL,,2020-02-12 20,YES Bank,2020021220
1,1,countrydelight,CARD,PAYU,,2020-02-12 16,YES Bank,2020021216
1,0,pharmeasytech,CARD,PAYU,,2020-02-12 14,YES Bank,2020021214
18,11,drivezy,WALLET,AMAZONPAY,,2020-02-14 06,AMAZONPAY,2020021406
23,17,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 10,AMAZONPAY,2020021410
66,52,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 11,AMAZONPAY,2020021411
26,19,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 09,AMAZONPAY,2020021409
23,16,drivezy,WALLET,AMAZONPAY,,2020-02-14 09,AMAZONPAY,2020021409
28,21,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 05,AMAZONPAY,2020021405
26,15,drivezy,WALLET,AMAZONPAY,,2020-02-14 13,AMAZONPAY,2020021413
24,17,drivezy,WALLET,AMAZONPAY,,2020-02-14 15,AMAZONPAY,2020021415
48,44,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 16,AMAZONPAY,2020021416
23,15,drivezy,WALLET,AMAZONPAY,,2020-02-14 14,AMAZONPAY,2020021414
2,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 18,AMAZONPAY,2020021418
13,13,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 19,AMAZONPAY,2020021419
28,16,drivezy,WALLET,AMAZONPAY,,2020-02-14 11,AMAZONPAY,2020021411
15,12,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 04,AMAZONPAY,2020021404
1,1,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 00,AMAZONPAY,2020021400
35,26,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 11,AMAZONPAY,2020021211
30,20,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 04,AMAZONPAY,2020021204
17,15,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 03,AMAZONPAY,2020021203
19,11,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 10,AMAZONPAY,2020021210
50,35,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 13,AMAZONPAY,2020021213
17,12,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 02,AMAZONPAY,2020021202
20,11,drivezy,WALLET,AMAZONPAY,,2020-02-12 09,AMAZONPAY,2020021209
101,83,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 15,AMAZONPAY,2020021215
7,5,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 17,AMAZONPAY,2020021217
60,43,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 14,AMAZONPAY,2020021214
25,16,drivezy,WALLET,AMAZONPAY,,2020-02-12 17,AMAZONPAY,2020021217
5,2,drivezy,WALLET,AMAZONPAY,,2020-02-12 20,AMAZONPAY,2020021220
30,20,drivezy,WALLET,AMAZONPAY,,2020-02-12 15,AMAZONPAY,2020021215
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 01,AMAZONPAY,2020021401
5,4,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 03,AMAZONPAY,2020021403
2,0,drivezy,WALLET,AMAZONPAY,,2020-02-14 23,AMAZONPAY,2020021423
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 19,AMAZONPAY,2020021419
19,7,drivezy,WALLET,AMAZONPAY,,2020-02-13 03,AMAZONPAY,2020021303
20,13,drivezy,WALLET,AMAZONPAY,,2020-02-13 06,AMAZONPAY,2020021306
29,23,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 05,AMAZONPAY,2020021305
28,12,drivezy,WALLET,AMAZONPAY,,2020-02-13 15,AMAZONPAY,2020021315
7,4,drivezy,WALLET,AMAZONPAY,,2020-02-13 20,AMAZONPAY,2020021320
31,15,drivezy,WALLET,AMAZONPAY,,2020-02-13 17,AMAZONPAY,2020021317
25,13,drivezy,WALLET,AMAZONPAY,,2020-02-13 18,AMAZONPAY,2020021318
9,5,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 15,AMAZONPAY,2020021315
10,6,drivezy,WALLET,AMAZONPAY,,2020-02-12 19,AMAZONPAY,2020021219
2,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 11,AMAZONPAY,2020021211
9,5,drivezy,WALLET,AMAZONPAY,,2020-02-12 10,AMAZONPAY,2020021210
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 07,AMAZONPAY,2020021307
3,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 02,AMAZONPAY,2020021302
20,15,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 18,AMAZONPAY,2020021318
3,1,drivezy,WALLET,AMAZONPAY,,2020-02-12 23,AMAZONPAY,2020021223
1,0,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 20,AMAZONPAY,2020021220
2,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 05,AMAZONPAY,2020021305
3,3,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 21,AMAZONPAY,2020021321
5,3,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 08,AMAZONPAY,2020021308
2,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 13,AMAZONPAY,2020021213
3,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 14,AMAZONPAY,2020021414
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 18,AMAZONPAY,2020021318
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 16,AMAZONPAY,2020021316
1,1,drivezy,WALLET,AMAZONPAY,,2020-02-13 22,AMAZONPAY,2020021322
26,11,drivezy,WALLET,AMAZONPAY,,2020-02-14 03,AMAZONPAY,2020021403
22,14,drivezy,WALLET,AMAZONPAY,,2020-02-14 10,AMAZONPAY,2020021410
13,5,drivezy,WALLET,AMAZONPAY,,2020-02-14 02,AMAZONPAY,2020021402
33,15,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 08,AMAZONPAY,2020021408
46,31,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 12,AMAZONPAY,2020021412
20,14,drivezy,WALLET,AMAZONPAY,,2020-02-14 05,AMAZONPAY,2020021405
2,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 07,AMAZONPAY,2020021407
17,5,drivezy,WALLET,AMAZONPAY,,2020-02-12 06,AMAZONPAY,2020021206
26,14,drivezy,WALLET,AMAZONPAY,,2020-02-12 04,AMAZONPAY,2020021204
45,15,drivezy,WALLET,AMAZONPAY,,2020-02-12 11,AMAZONPAY,2020021211
21,13,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,AMAZONPAY,2020021205
17,10,drivezy,WALLET,AMAZONPAY,,2020-02-12 03,AMAZONPAY,2020021203
28,16,drivezy,WALLET,AMAZONPAY,,2020-02-12 16,AMAZONPAY,2020021216
15,10,drivezy,WALLET,AMAZONPAY,,2020-02-12 18,AMAZONPAY,2020021218
6,6,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 21,AMAZONPAY,2020021221
5,5,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 18,AMAZONPAY,2020021218
4,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 13,AMAZONPAY,2020021413
1,0,drivezy,WALLET,AMAZONPAY,,2020-02-14 00,AMAZONPAY,2020021400
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 17,AMAZONPAY,2020021417
16,7,drivezy,WALLET,AMAZONPAY,,2020-02-13 08,AMAZONPAY,2020021308
25,19,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 12,AMAZONPAY,2020021312
3,1,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 01,AMAZONPAY,2020021301
37,26,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 13,AMAZONPAY,2020021313
18,7,drivezy,WALLET,AMAZONPAY,,2020-02-13 12,AMAZONPAY,2020021312
17,8,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 06,AMAZONPAY,2020021306
18,7,drivezy,WALLET,AMAZONPAY,,2020-02-13 11,AMAZONPAY,2020021311
10,4,drivezy,WALLET,AMAZONPAY,,2020-02-13 01,AMAZONPAY,2020021301
16,8,drivezy,WALLET,AMAZONPAY,,2020-02-13 07,AMAZONPAY,2020021307
16,5,drivezy,WALLET,AMAZONPAY,,2020-02-13 19,AMAZONPAY,2020021319
11,8,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 16,AMAZONPAY,2020021316
24,14,drivezy,WALLET,AMAZONPAY,,2020-02-13 16,AMAZONPAY,2020021316
1,1,drivezy,WALLET,AMAZONPAY,,2020-02-14 22,AMAZONPAY,2020021422
23,14,drivezy,WALLET,AMAZONPAY,,2020-02-12 07,AMAZONPAY,2020021207
16,8,drivezy,WALLET,AMAZONPAY,,2020-02-12 12,AMAZONPAY,2020021212
6,3,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 05,AMAZONPAY,2020021205
2,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 23,AMAZONPAY,2020021223
5,2,drivezy,WALLET,AMAZONPAY,,2020-02-12 02,AMAZONPAY,2020021202
5,2,drivezy,WALLET,AMAZONPAY,,2020-02-12 00,AMAZONPAY,2020021200
5,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 02,AMAZONPAY,2020021302
14,3,drivezy,WALLET,AMAZONPAY,,2020-02-13 09,AMAZONPAY,2020021309
6,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 09,AMAZONPAY,2020021309
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 15,AMAZONPAY,2020021315
1,1,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 23,AMAZONPAY,2020021323
7,6,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 19,AMAZONPAY,2020021319
4,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 17,AMAZONPAY,2020021217
5,3,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 03,AMAZONPAY,2020021303
5,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 11,AMAZONPAY,2020021311
2,1,drivezy,WALLET,AMAZONPAY,,2020-02-13 23,AMAZONPAY,2020021323
1,0,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 12,AMAZONPAY,2020021212
1,1,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 22,AMAZONPAY,2020021422
1,0,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 09,AMAZONPAY,2020021409
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 08,AMAZONPAY,2020021408
4,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 21,AMAZONPAY,2020021421
2,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 12,AMAZONPAY,2020021412
1,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 09,AMAZONPAY,2020021309
25,18,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 07,AMAZONPAY,2020021407
28,13,drivezy,WALLET,AMAZONPAY,,2020-02-14 12,AMAZONPAY,2020021412
18,10,drivezy,WALLET,AMAZONPAY,,2020-02-14 04,AMAZONPAY,2020021404
23,18,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 06,AMAZONPAY,2020021406
28,17,drivezy,WALLET,AMAZONPAY,,2020-02-14 08,AMAZONPAY,2020021408
5,4,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 02,AMAZONPAY,2020021402
57,39,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 13,AMAZONPAY,2020021413
6,4,drivezy,WALLET,AMAZONPAY,,2020-02-14 19,AMAZONPAY,2020021419
24,12,drivezy,WALLET,AMAZONPAY,,2020-02-14 18,AMAZONPAY,2020021418
122,93,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 15,AMAZONPAY,2020021415
76,53,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 14,AMAZONPAY,2020021414
15,7,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 20,AMAZONPAY,2020021420
31,19,drivezy,WALLET,AMAZONPAY,,2020-02-14 16,AMAZONPAY,2020021416
34,33,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 17,AMAZONPAY,2020021417
30,29,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 18,AMAZONPAY,2020021418
7,7,drivezy,WALLET,AMAZONPAY,,2020-02-14 01,AMAZONPAY,2020021401
24,13,drivezy,WALLET,AMAZONPAY,,2020-02-14 17,AMAZONPAY,2020021417
7,5,drivezy,WALLET,AMAZONPAY,,2020-02-14 21,AMAZONPAY,2020021421
46,27,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 12,AMAZONPAY,2020021212
17,14,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 07,AMAZONPAY,2020021207
27,17,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 08,AMAZONPAY,2020021208
26,16,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 09,AMAZONPAY,2020021209
21,14,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 06,AMAZONPAY,2020021206
2,1,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 06,AMAZONPAY,2020021206
32,14,drivezy,WALLET,AMAZONPAY,,2020-02-12 13,AMAZONPAY,2020021213
27,16,drivezy,WALLET,AMAZONPAY,,2020-02-12 14,AMAZONPAY,2020021214
32,26,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 16,AMAZONPAY,2020021216
3,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 19,AMAZONPAY,2020021219
21,9,drivezy,WALLET,AMAZONPAY,,2020-02-14 07,AMAZONPAY,2020021407
4,0,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 06,AMAZONPAY,2020021406
12,8,drivezy,WALLET,AMAZONPAY,,2020-02-13 02,AMAZONPAY,2020021302
19,6,drivezy,WALLET,AMAZONPAY,,2020-02-13 04,AMAZONPAY,2020021304
8,4,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 07,AMAZONPAY,2020021307
31,30,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 04,AMAZONPAY,2020021304
15,8,drivezy,WALLET,AMAZONPAY,,2020-02-13 05,AMAZONPAY,2020021305
18,10,drivezy,WALLET,AMAZONPAY,,2020-02-13 13,AMAZONPAY,2020021313
42,32,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 14,AMAZONPAY,2020021314
6,3,drivezy,WALLET,AMAZONPAY,,2020-02-13 21,AMAZONPAY,2020021321
29,17,drivezy,WALLET,AMAZONPAY,,2020-02-13 14,AMAZONPAY,2020021314
7,6,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-13 20,AMAZONPAY,2020021320
4,2,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 01,AMAZONPAY,2020021401
2,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 10,AMAZONPAY,2020021210
15,9,drivezy,WALLET,AMAZONPAY,,2020-02-12 08,AMAZONPAY,2020021208
18,9,drivezy,WALLET,AMAZONPAY,,2020-02-12 05,AMAZONPAY,2020021205
7,6,fanfight,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-12 01,AMAZONPAY,2020021201
6,3,drivezy,WALLET,AMAZONPAY,,2020-02-12 01,AMAZONPAY,2020021201
4,2,drivezy,WALLET,AMAZONPAY,,2020-02-12 22,AMAZONPAY,2020021222
1,0,pharmeasytech,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 10,AMAZONPAY,2020021410
2,0,drivezy,WALLET,AMAZONPAY,,2020-02-14 20,AMAZONPAY,2020021420
3,2,drivezy,WALLET,AMAZONPAY,REDIRECT_WALLET_DEBIT,2020-02-14 16,AMAZONPAY,2020021416
17,9,drivezy,WALLET,AMAZONPAY,,2020-02-13 10,AMAZONPAY,2020021310
